"subject"	"activity"	"axial"	"stats"	"tBodyAcc"	"tGravityAcc"	"tBodyGyro"
26	"STANDING"	"Y"	"std"	-0.949466155405405	-0.966986433783784	-0.982408142702703
27	"STANDING"	"Y"	"std"	-0.955171419	-0.97964105225	-0.982498991125
28	"STANDING"	"Y"	"std"	-0.875689216835443	-0.962801441898734	-0.940006320126582
29	"STANDING"	"Y"	"std"	-0.969295721076923	-0.985134032307692	-0.990364876307692
30	"STANDING"	"Y"	"std"	-0.891654527118644	-0.95814576338983	-0.94070541220339
1	"LAYING"	"Y"	"std"	-0.83682740562	-0.90772000676	-0.9510904402
2	"LAYING"	"Y"	"std"	-0.98027739875	-0.988211865208333	-0.982291608958333
3	"LAYING"	"Y"	"std"	-0.962057544516129	-0.981202749677419	-0.977272653709677
4	"LAYING"	"Y"	"std"	-0.941714042407407	-0.969816635740741	-0.961109291851852
5	"LAYING"	"Y"	"std"	-0.969295613269231	-0.985964053846154	-0.977427370576923
6	"LAYING"	"Y"	"std"	-0.924644826385965	-0.959161956491228	-0.943634949473684
7	"LAYING"	"Y"	"std"	-0.926262668653846	-0.955543549230769	-0.945071935384615
8	"LAYING"	"Y"	"std"	-0.93489116	-0.957990036481482	-0.952039385740741
9	"LAYING"	"Y"	"std"	-0.9162927764	-0.9699944882	-0.9266185314
10	"LAYING"	"Y"	"std"	-0.946454302068966	-0.966701156034483	-0.953660207586207
11	"LAYING"	"Y"	"std"	-0.972196873859649	-0.990765579649123	-0.982442644035088
12	"LAYING"	"Y"	"std"	-0.949072009333333	-0.974396492666667	-0.953873893833333
13	"LAYING"	"Y"	"std"	-0.950947949516129	-0.975948136290323	-0.96270462
14	"LAYING"	"Y"	"std"	-0.909697040980392	-0.94877486372549	-0.932499780588235
15	"LAYING"	"Y"	"std"	-0.962759422361111	-0.986036192361111	-0.961142911805556
16	"LAYING"	"Y"	"std"	-0.943061150285714	-0.966087103857143	-0.970747514
17	"LAYING"	"Y"	"std"	-0.944792875211268	-0.961466681267606	-0.971484336197183
18	"LAYING"	"Y"	"std"	-0.986160920923077	-0.994093522615385	-0.984202872923077
19	"LAYING"	"Y"	"std"	-0.973449968554217	-0.986993149638554	-0.963617705662651
20	"LAYING"	"Y"	"std"	-0.964098180294118	-0.976018476911765	-0.972941910294118
21	"LAYING"	"Y"	"std"	-0.956959422222222	-0.983732936111111	-0.952147091444444
22	"LAYING"	"Y"	"std"	-0.913276301666667	-0.958826938556944	-0.9618849625
23	"LAYING"	"Y"	"std"	-0.976309827361111	-0.982794562916667	-0.959195236388889
24	"LAYING"	"Y"	"std"	-0.983126461944444	-0.993454358055556	-0.960299550972222
25	"LAYING"	"Y"	"std"	-0.691770680561644	-0.643578361424658	-0.936630803287671
26	"LAYING"	"Y"	"std"	-0.983231351842105	-0.987887995263158	-0.979325678815789
27	"LAYING"	"Y"	"std"	-0.983736043783784	-0.993701742972973	-0.98428747527027
28	"LAYING"	"Y"	"std"	-0.945386780375	-0.9697590285	-0.960057463625
29	"LAYING"	"Y"	"std"	-0.990240946666667	-0.99424764884058	-0.992750957826087
30	"LAYING"	"Y"	"std"	-0.954201823857143	-0.988930714857143	-0.966041673
1	"WALKING"	"Z"	"std"	-0.260027902210526	-0.947717226105263	-0.344266629473684
2	"WALKING"	"Z"	"std"	-0.425257524915254	-0.972072847627119	-0.481085535084746
3	"WALKING"	"Z"	"std"	-0.387411994310345	-0.952091795	-0.476696411551724
4	"WALKING"	"Z"	"std"	-0.586252806833333	-0.962968112	-0.662608226
5	"WALKING"	"Z"	"std"	-0.45702143625	-0.964580803928571	-0.318700615178571
6	"WALKING"	"Z"	"std"	-0.504324207192982	-0.957205025789474	-0.383139334736842
7	"WALKING"	"Z"	"std"	0.159631283261403	-0.952159770526316	-0.396013535263158
8	"WALKING"	"Z"	"std"	-0.1420885318125	-0.956640104791667	-0.0754447842395833
9	"WALKING"	"Z"	"std"	-0.0579636469030769	-0.955523995576923	-0.265683521346154
10	"WALKING"	"Z"	"std"	-0.395645072075472	-0.957862728301887	-0.174524868603774
11	"WALKING"	"Z"	"std"	-0.530626311355932	-0.960852684067797	-0.434178202542373
12	"WALKING"	"Z"	"std"	-0.4106060626	-0.9502762272	-0.35017028664
13	"WALKING"	"Z"	"std"	-0.220503537026316	-0.948637587719298	-0.363369948070175
14	"WALKING"	"Z"	"std"	0.0518841040022034	-0.947516969830508	-0.12609080020339
15	"WALKING"	"Z"	"std"	-0.518932634814815	-0.95805876537037	-0.48653265537037
16	"WALKING"	"Z"	"std"	-0.159799790235294	-0.961387254313726	-0.365489530588235
17	"WALKING"	"Z"	"std"	-0.265824489180328	-0.956903248196721	-0.386044435409836
18	"WALKING"	"Z"	"std"	-0.428348061071429	-0.97248384875	-0.511417204821429
19	"WALKING"	"Z"	"std"	-0.13947794235	-0.929187930961539	-0.104202986482692
20	"WALKING"	"Z"	"std"	-0.228734217372549	-0.953850439607843	-0.165748467372549
21	"WALKING"	"Z"	"std"	-0.16868872575	-0.974939388076923	-0.311875599423077
22	"WALKING"	"Z"	"std"	-0.213351968804348	-0.955147847391304	-0.151439515130435
23	"WALKING"	"Z"	"std"	0.164220685383051	-0.932981341864407	-0.209634887972881
24	"WALKING"	"Z"	"std"	-0.288840016206897	-0.962822966551724	-0.396154003275862
25	"WALKING"	"Z"	"std"	-0.437133403243243	-0.944995731216216	-0.562775245405405
26	"WALKING"	"Z"	"std"	-0.333486502542373	-0.966231561694915	-0.354549059491525
27	"WALKING"	"Z"	"std"	-0.297318273508772	-0.956593490526316	-0.250120409298246
28	"WALKING"	"Z"	"std"	-0.300928395925926	-0.944225031851852	-0.242601384618519
29	"WALKING"	"Z"	"std"	-0.242828038264151	-0.945981437169811	-0.430232441132075
30	"WALKING"	"Z"	"std"	-0.120476783907692	-0.943958420615385	-0.182569652430769
1	"WALKING_UPSTAIRS"	"Z"	"std"	-0.0194792388471698	-0.912379410377358	-0.50716867490566
2	"WALKING_UPSTAIRS"	"Z"	"std"	-0.112121021220833	-0.878004056875	-0.163995791679167
3	"WALKING_UPSTAIRS"	"Z"	"std"	-0.369754604067797	-0.909469675084746	-0.492327305084746
4	"WALKING_UPSTAIRS"	"Z"	"std"	-0.372137777692308	-0.919619453269231	-0.360811047884615
5	"WALKING_UPSTAIRS"	"Z"	"std"	-0.308938978787234	-0.92141958	-0.26545133312766
6	"WALKING_UPSTAIRS"	"Z"	"std"	-0.353519514896078	-0.906196352156863	-0.18390018167451
7	"WALKING_UPSTAIRS"	"Z"	"std"	-0.145665025639216	-0.881675909607843	-0.348980051411765
8	"WALKING_UPSTAIRS"	"Z"	"std"	0.121187278790244	-0.876168930487805	0.337526477436585
9	"WALKING_UPSTAIRS"	"Z"	"std"	-0.253434083542857	-0.89407107877551	-0.138176481058776
10	"WALKING_UPSTAIRS"	"Z"	"std"	-0.0738744931340426	-0.864745838297872	-0.320509332297872
11	"WALKING_UPSTAIRS"	"Z"	"std"	-0.203369399185185	-0.906933171111111	-0.694658851666667
12	"WALKING_UPSTAIRS"	"Z"	"std"	-0.436697425576923	-0.938071183269231	-0.349614606153846
13	"WALKING_UPSTAIRS"	"Z"	"std"	-0.217210568085455	-0.910271096181818	-0.211805111745455
14	"WALKING_UPSTAIRS"	"Z"	"std"	0.609017879074074	-0.875450819074074	0.564875818162963
15	"WALKING_UPSTAIRS"	"Z"	"std"	-0.379717488104167	-0.92161847875	-0.477365945208333
16	"WALKING_UPSTAIRS"	"Z"	"std"	-0.129283825721569	-0.907649558823529	-0.365025170078431
17	"WALKING_UPSTAIRS"	"Z"	"std"	-0.230220954239583	-0.930159843541667	-0.234402350714583
18	"WALKING_UPSTAIRS"	"Z"	"std"	-0.31437339137931	-0.907839723965517	-0.433922212068966
19	"WALKING_UPSTAIRS"	"Z"	"std"	-0.1904685504575	-0.83693567475	-0.110117174875
20	"WALKING_UPSTAIRS"	"Z"	"std"	-0.229249455098039	-0.904064093529412	0.184119332796078
21	"WALKING_UPSTAIRS"	"Z"	"std"	-0.219707928574468	-0.932716253829787	0.0517155421740426
22	"WALKING_UPSTAIRS"	"Z"	"std"	-0.109613216345238	-0.913153632142857	-0.157758060642857
23	"WALKING_UPSTAIRS"	"Z"	"std"	0.10080118935098	-0.902065910392157	-0.0317301153392157
24	"WALKING_UPSTAIRS"	"Z"	"std"	-0.255601012881356	-0.934952938983051	-0.27459628379661
25	"WALKING_UPSTAIRS"	"Z"	"std"	-0.296523975076923	-0.882722399076923	-0.564195608923077
26	"WALKING_UPSTAIRS"	"Z"	"std"	-0.404596936545455	-0.929636797636364	-0.3090880546
27	"WALKING_UPSTAIRS"	"Z"	"std"	-0.23070787672549	-0.926675381176471	-0.169960785215686
28	"WALKING_UPSTAIRS"	"Z"	"std"	-0.28598691372549	-0.900514013333333	-0.189306812833333
29	"WALKING_UPSTAIRS"	"Z"	"std"	0.0995443502346939	-0.858849467142857	-0.37481514122449
30	"WALKING_UPSTAIRS"	"Z"	"std"	0.0249468034966154	-0.862402791230769	-0.211573579892308
1	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.230434213204082	-0.895939695102041	-0.124702454242857
2	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.10283790806383	-0.931438313191489	-0.279418388042553
3	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.362240245489796	-0.899943947755102	-0.44230776755102
4	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.479185977111111	-0.937753794444444	-0.498480800444444
5	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.325891435319149	-0.927192732978723	-0.227869042382979
6	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.320204232520417	-0.934378766458333	-0.0940797929729167
7	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.0636402447755319	-0.92875646893617	-0.401051415531915
8	"WALKING_DOWNSTAIRS"	"Z"	"std"	0.1337170395	-0.897190012631579	-0.129565242710526
9	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.00771530035714285	-0.876641297380952	-0.279685150191905
10	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.183557562032895	-0.902085224736842	-0.0353021837
11	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.324026938043478	-0.925814906086956	-0.318959594782609
12	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.425017413478261	-0.935399348043478	-0.337806681456522
13	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.158333146191489	-0.893962984042553	-0.322774082765957
14	"WALKING_DOWNSTAIRS"	"Z"	"std"	0.451576075111111	-0.879565316666667	0.356198597177778
15	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.281982181666667	-0.93400831	-0.250648085714286
16	"WALKING_DOWNSTAIRS"	"Z"	"std"	0.0114353944787234	-0.910588943191489	-0.444636334893617
17	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.231064156615217	-0.901097766521739	-0.468462984347826
18	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.418610127454545	-0.921661749636364	-0.483658260727273
19	"WALKING_DOWNSTAIRS"	"Z"	"std"	0.049322451025641	-0.899363131794872	-0.0314083457948718
20	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.160938536488889	-0.919693532888889	0.159723529622222
21	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.0717893558666667	-0.916324556888889	-0.349759493777778
22	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.325722718055556	-0.906594023333333	-0.280417950555556
23	"WALKING_DOWNSTAIRS"	"Z"	"std"	0.229898742944444	-0.905888257592593	-0.208702488240741
24	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.205566380745455	-0.942207718727273	-0.491077244909091
25	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.457972381896552	-0.92619169637931	-0.443780454482759
26	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.284807676	-0.9330817682	-0.3320502392
27	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.240040783340909	-0.920921521590909	-0.257846157386364
28	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.341031811521739	-0.91705975	-0.307025006304348
29	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.223177999879167	-0.869300904791667	-0.311122615416667
30	"WALKING_DOWNSTAIRS"	"Z"	"std"	-0.217275690290323	-0.87766706	-0.29537036283871
1	"SITTING"	"Z"	"std"	-0.93958629106383	-0.949040933191489	-0.941425920851064
2	"SITTING"	"Z"	"std"	-0.95982817173913	-0.954415873043478	-0.959803708695652
3	"SITTING"	"Z"	"std"	-0.875110175384615	-0.897736318269231	-0.926413710384615
4	"SITTING"	"Z"	"std"	-0.9322030066	-0.9509492546	-0.9279722294
5	"SITTING"	"Z"	"std"	-0.926094740227273	-0.945008999545455	-0.940637937045455
6	"SITTING"	"Z"	"std"	-0.925797097090909	-0.955475832363636	-0.939681350909091
7	"SITTING"	"Z"	"std"	-0.8565329414375	-0.868602535416667	-0.937021208541667
8	"SITTING"	"Z"	"std"	-0.939553030217391	-0.935475331521739	-0.959623548478261
9	"SITTING"	"Z"	"std"	-0.83200187268	-0.88585411242	-0.9301768338
10	"SITTING"	"Z"	"std"	-0.967826981666667	-0.966898520555556	-0.960445962037037
11	"SITTING"	"Z"	"std"	-0.968370181886792	-0.971661610754717	-0.95284431245283
12	"SITTING"	"Z"	"std"	-0.939661889019608	-0.956208629607843	-0.951552533137255
13	"SITTING"	"Z"	"std"	-0.938641215510204	-0.930979556938776	-0.966896414285714
14	"SITTING"	"Z"	"std"	-0.922774835740741	-0.938415738148148	-0.952904383518518
15	"SITTING"	"Z"	"std"	-0.949338025084746	-0.952973658983051	-0.963765802881356
16	"SITTING"	"Z"	"std"	-0.939672247101449	-0.945813561478261	-0.960287831304348
17	"SITTING"	"Z"	"std"	-0.96572919578125	-0.9566106440625	-0.9797052259375
18	"SITTING"	"Z"	"std"	-0.977572717017544	-0.978340183157895	-0.981525495438596
19	"SITTING"	"Z"	"std"	-0.951929615068493	-0.960394960821918	-0.96559497630137
20	"SITTING"	"Z"	"std"	-0.929106396818182	-0.935854966151515	-0.945771803484848
21	"SITTING"	"Z"	"std"	-0.959567861764706	-0.965426493882353	-0.976972658588235
22	"SITTING"	"Z"	"std"	-0.917564853870968	-0.927950649854839	-0.946501417741936
23	"SITTING"	"Z"	"std"	-0.905584390323529	-0.923953600294118	-0.9597186325
24	"SITTING"	"Z"	"std"	-0.957056111470588	-0.963406795735294	-0.971277654117647
25	"SITTING"	"Z"	"std"	-0.965139552153846	-0.969459982461538	-0.972637558615385
26	"SITTING"	"Z"	"std"	-0.950004414102564	-0.944580863846154	-0.966441338076923
27	"SITTING"	"Z"	"std"	-0.965858735142857	-0.967268066	-0.975713310142857
28	"SITTING"	"Z"	"std"	-0.936667245694444	-0.956087679583333	-0.9566328025
29	"SITTING"	"Z"	"std"	-0.968063878166667	-0.966032045333333	-0.971227991666667
30	"SITTING"	"Z"	"std"	-0.950654041290323	-0.956635663064516	-0.955053200806452
1	"STANDING"	"Z"	"std"	-0.979775876981132	-0.976324063584906	-0.980645626981132
2	"STANDING"	"Z"	"std"	-0.949741851296296	-0.945927078703704	-0.964856701851852
3	"STANDING"	"Z"	"std"	-0.911419015081967	-0.928161577377049	-0.91236408147541
4	"STANDING"	"Z"	"std"	-0.896880538392857	-0.899404775267857	-0.909995038571429
5	"STANDING"	"Z"	"std"	-0.869327321785714	-0.914608495714286	-0.907471555714286
6	"STANDING"	"Z"	"std"	-0.925692371929825	-0.942795062280702	-0.947782155964912
7	"STANDING"	"Z"	"std"	-0.917064168490566	-0.939161014716981	-0.951630777358491
8	"STANDING"	"Z"	"std"	-0.926065255185185	-0.918293913703704	-0.974118322407407
9	"STANDING"	"Z"	"std"	-0.919295805777778	-0.932245295111111	-0.939889737333333
10	"STANDING"	"Z"	"std"	-0.941271440454545	-0.959579657727273	-0.953681099545455
11	"STANDING"	"Z"	"std"	-0.986382712765957	-0.989433253617021	-0.980636664893617
12	"STANDING"	"Z"	"std"	-0.920684800114754	-0.939534099016393	-0.950364757540984
13	"STANDING"	"Z"	"std"	-0.967538031754386	-0.976827157368421	-0.973436596140351
14	"STANDING"	"Z"	"std"	-0.9222763115	-0.940757718	-0.946589134666667
15	"STANDING"	"Z"	"std"	-0.951670257924528	-0.958810153207547	-0.968167046415094
16	"STANDING"	"Z"	"std"	-0.953468961666667	-0.959562830769231	-0.982357006410256
17	"STANDING"	"Z"	"std"	-0.970462679230769	-0.969171762179487	-0.985538363333333
18	"STANDING"	"Z"	"std"	-0.961873909178082	-0.976044291369863	-0.972820402739726
19	"STANDING"	"Z"	"std"	-0.952599653972603	-0.958862043972603	-0.960734258356164
20	"STANDING"	"Z"	"std"	-0.913142481643836	-0.942437325616438	-0.907343324657534
21	"STANDING"	"Z"	"std"	-0.946123407078652	-0.958590002247191	-0.959327022022472
22	"STANDING"	"Z"	"std"	-0.942201655238095	-0.958890201587302	-0.96058251031746
23	"STANDING"	"Z"	"std"	-0.929409745147059	-0.947199734411765	-0.962389689411765
24	"STANDING"	"Z"	"std"	-0.930283530144928	-0.94618494942029	-0.969958678115942
25	"STANDING"	"Z"	"std"	-0.964642688108108	-0.967792578648649	-0.971814139189189
26	"STANDING"	"Z"	"std"	-0.962988401351351	-0.964228470675676	-0.974891360675676
27	"STANDING"	"Z"	"std"	-0.962408444875	-0.968169953625	-0.981281807
28	"STANDING"	"Z"	"std"	-0.905123824177215	-0.951782181518987	-0.925491442911392
29	"STANDING"	"Z"	"std"	-0.980207488923077	-0.984464543538462	-0.983368643230769
30	"STANDING"	"Z"	"std"	-0.912850596949152	-0.949207368305085	-0.93083468440678
1	"LAYING"	"Z"	"std"	-0.826061401628	-0.85236629022	-0.9082846626
2	"LAYING"	"Z"	"std"	-0.984233296875	-0.984230418125	-0.960306560416667
3	"LAYING"	"Z"	"std"	-0.96369103483871	-0.964807543870968	-0.963505609032258
4	"LAYING"	"Z"	"std"	-0.962667314814815	-0.976176608888889	-0.962073755
5	"LAYING"	"Z"	"std"	-0.968562516346154	-0.977076645	-0.960583776923077
6	"LAYING"	"Z"	"std"	-0.925216100350877	-0.928130738421053	-0.939141878596491
7	"LAYING"	"Z"	"std"	-0.952978365961539	-0.961908984423077	-0.955294890576923
8	"LAYING"	"Z"	"std"	-0.932491454407407	-0.94183626337037	-0.96758975462963
9	"LAYING"	"Z"	"std"	-0.9407072854	-0.9712046902	-0.9615953704
10	"LAYING"	"Z"	"std"	-0.95947148637931	-0.963045642431035	-0.971940597413793
11	"LAYING"	"Z"	"std"	-0.971311176842105	-0.984192606315789	-0.959897432807018
12	"LAYING"	"Z"	"std"	-0.9483338435	-0.9596439555	-0.950157442166667
13	"LAYING"	"Z"	"std"	-0.950392995483871	-0.959892863709677	-0.967350513709677
14	"LAYING"	"Z"	"std"	-0.900331921686275	-0.90130385627451	-0.952296965294118
15	"LAYING"	"Z"	"std"	-0.929586835277778	-0.950710357083333	-0.956537051666667
16	"LAYING"	"Z"	"std"	-0.965490276285714	-0.967886002	-0.984781484857143
17	"LAYING"	"Z"	"std"	-0.953476700140845	-0.957164565211268	-0.976200771267606
18	"LAYING"	"Z"	"std"	-0.987658662307692	-0.990957249538462	-0.985108386307692
19	"LAYING"	"Z"	"std"	-0.984672837228916	-0.988819031566265	-0.973197523855422
20	"LAYING"	"Z"	"std"	-0.972571998382353	-0.9765185525	-0.972409893529412
21	"LAYING"	"Z"	"std"	-0.945653787777778	-0.952416332444444	-0.981345430888889
22	"LAYING"	"Z"	"std"	-0.942945807916667	-0.952435389166667	-0.933251870694444
23	"LAYING"	"Z"	"std"	-0.973223495416667	-0.976780462083333	-0.983920132638889
24	"LAYING"	"Z"	"std"	-0.973566958888889	-0.979239668194444	-0.98170136125
25	"LAYING"	"Z"	"std"	-0.717262004013699	-0.610161166287671	-0.91092799
26	"LAYING"	"Z"	"std"	-0.984500013157895	-0.984081708947368	-0.969302237763158
27	"LAYING"	"Z"	"std"	-0.986636996081081	-0.989056311351351	-0.97837499972973
28	"LAYING"	"Z"	"std"	-0.956450342875	-0.97912466575	-0.96237491175
29	"LAYING"	"Z"	"std"	-0.987255149855072	-0.98577817826087	-0.97499461942029
30	"LAYING"	"Z"	"std"	-0.967044236428571	-0.983274524857143	-0.968889156142857
